============================================================
Biblioteca : basepropr_dlib
Inicio     : 2026-06-28 17:13:22
============================================================
[2026-06-28 17:13:22] INFO: Dataset=BasePropr | Pares=4092
[2026-06-28 17:13:33] PAIR: img1=alessandra_baixa_45_1m.jpeg, img2=alessandra_baixa_45_30cm.jpeg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:19:02] PAIR: img1=20260602_211820.jpg, img2=20260602_212022.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:19:08] PAIR: img1=20260602_211820.jpg, img2=20260602_212025.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:19:13] PAIR: img1=20260602_211820.jpg, img2=20260602_212030.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:19:19] PAIR: img1=20260602_211820.jpg, img2=20260602_212032.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:19:24] PAIR: img1=20260602_211820.jpg, img2=20260602_212035.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:19:30] PAIR: img1=20260602_211823.jpg, img2=20260602_211826.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:19:35] PAIR: img1=20260602_211823.jpg, img2=20260602_211836.jpg, score=0.4540, label=1, decision=MATCH
[2026-06-28 20:19:41] PAIR: img1=20260602_211823.jpg, img2=20260602_211837.jpg, score=0.4748, label=1, decision=MATCH
[2026-06-28 20:19:46] PAIR: img1=20260602_211823.jpg, img2=20260602_211845.jpg, score=0.3439, label=1, decision=MATCH
[2026-06-28 20:19:52] PAIR: img1=20260602_211823.jpg, img2=20260602_211913.jpg, score=0.3336, label=1, decision=MATCH
[2026-06-28 20:19:57] PAIR: img1=20260602_211823.jpg, img2=20260602_211917.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:20:03] PAIR: img1=20260602_211823.jpg, img2=20260602_211920.jpg, score=0.3644, label=1, decision=MATCH
[2026-06-28 20:20:08] PAIR: img1=20260602_211823.jpg, img2=20260602_211923.jpg, score=0.3950, label=1, decision=MATCH
[2026-06-28 20:20:14] PAIR: img1=20260602_211823.jpg, img2=20260602_212013.jpg, score=0.3669, label=1, decision=MATCH
[2026-06-28 20:20:19] PAIR: img1=20260602_211823.jpg, img2=20260602_212016.jpg, score=0.3875, label=1, decision=MATCH
[2026-06-28 20:20:25] PAIR: img1=20260602_211823.jpg, img2=20260602_212019.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:20:30] PAIR: img1=20260602_211823.jpg, img2=20260602_212022.jpg, score=0.3869, label=1, decision=MATCH
[2026-06-28 20:20:36] PAIR: img1=20260602_211823.jpg, img2=20260602_212025.jpg, score=0.4263, label=1, decision=MATCH
[2026-06-28 20:20:41] PAIR: img1=20260602_211823.jpg, img2=20260602_212030.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:20:47] PAIR: img1=20260602_211823.jpg, img2=20260602_212032.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:20:52] PAIR: img1=20260602_211823.jpg, img2=20260602_212035.jpg, score=0.3306, label=1, decision=MATCH
[2026-06-28 20:20:58] PAIR: img1=20260602_211826.jpg, img2=20260602_211836.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:21:03] PAIR: img1=20260602_211826.jpg, img2=20260602_211837.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:21:08] PAIR: img1=20260602_211826.jpg, img2=20260602_211845.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:21:14] PAIR: img1=20260602_211826.jpg, img2=20260602_211913.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:21:19] PAIR: img1=20260602_211826.jpg, img2=20260602_211917.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:21:25] PAIR: img1=20260602_211826.jpg, img2=20260602_211920.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:21:30] PAIR: img1=20260602_211826.jpg, img2=20260602_211923.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:21:36] PAIR: img1=20260602_211826.jpg, img2=20260602_212013.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:21:41] PAIR: img1=20260602_211826.jpg, img2=20260602_212016.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:21:47] PAIR: img1=20260602_211826.jpg, img2=20260602_212019.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:21:52] PAIR: img1=20260602_211826.jpg, img2=20260602_212022.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:21:57] PAIR: img1=20260602_211826.jpg, img2=20260602_212025.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:22:03] PAIR: img1=20260602_211826.jpg, img2=20260602_212030.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:22:08] PAIR: img1=20260602_211826.jpg, img2=20260602_212032.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:22:14] PAIR: img1=20260602_211826.jpg, img2=20260602_212035.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:22:19] PAIR: img1=20260602_211836.jpg, img2=20260602_211837.jpg, score=0.1948, label=1, decision=MATCH
[2026-06-28 20:22:25] PAIR: img1=20260602_211836.jpg, img2=20260602_211845.jpg, score=0.5225, label=1, decision=NO_MATCH
[2026-06-28 20:22:30] PAIR: img1=20260602_211836.jpg, img2=20260602_211913.jpg, score=0.4935, label=1, decision=MATCH
[2026-06-28 20:22:36] PAIR: img1=20260602_211836.jpg, img2=20260602_211917.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:22:41] PAIR: img1=20260602_211836.jpg, img2=20260602_211920.jpg, score=0.5175, label=1, decision=NO_MATCH
[2026-06-28 20:22:47] PAIR: img1=20260602_211836.jpg, img2=20260602_211923.jpg, score=0.5473, label=1, decision=NO_MATCH
[2026-06-28 20:22:52] PAIR: img1=20260602_211836.jpg, img2=20260602_212013.jpg, score=0.5110, label=1, decision=NO_MATCH
[2026-06-28 20:22:58] PAIR: img1=20260602_211836.jpg, img2=20260602_212016.jpg, score=0.5096, label=1, decision=NO_MATCH
[2026-06-28 20:23:03] PAIR: img1=20260602_211836.jpg, img2=20260602_212019.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:23:09] PAIR: img1=20260602_211836.jpg, img2=20260602_212022.jpg, score=0.4992, label=1, decision=MATCH
[2026-06-28 20:23:14] PAIR: img1=20260602_211836.jpg, img2=20260602_212025.jpg, score=0.5610, label=1, decision=NO_MATCH
[2026-06-28 20:23:19] PAIR: img1=20260602_211836.jpg, img2=20260602_212030.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:23:25] PAIR: img1=20260602_211836.jpg, img2=20260602_212032.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:23:30] PAIR: img1=20260602_211836.jpg, img2=20260602_212035.jpg, score=0.4789, label=1, decision=MATCH
[2026-06-28 20:23:36] PAIR: img1=20260602_211837.jpg, img2=20260602_211845.jpg, score=0.5117, label=1, decision=NO_MATCH
[2026-06-28 20:23:41] PAIR: img1=20260602_211837.jpg, img2=20260602_211913.jpg, score=0.5036, label=1, decision=NO_MATCH
[2026-06-28 20:23:47] PAIR: img1=20260602_211837.jpg, img2=20260602_211917.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:23:52] PAIR: img1=20260602_211837.jpg, img2=20260602_211920.jpg, score=0.5097, label=1, decision=NO_MATCH
[2026-06-28 20:23:58] PAIR: img1=20260602_211837.jpg, img2=20260602_211923.jpg, score=0.5549, label=1, decision=NO_MATCH
[2026-06-28 20:24:03] PAIR: img1=20260602_211837.jpg, img2=20260602_212013.jpg, score=0.5206, label=1, decision=NO_MATCH
[2026-06-28 20:24:09] PAIR: img1=20260602_211837.jpg, img2=20260602_212016.jpg, score=0.5180, label=1, decision=NO_MATCH
[2026-06-28 20:24:14] PAIR: img1=20260602_211837.jpg, img2=20260602_212019.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:24:20] PAIR: img1=20260602_211837.jpg, img2=20260602_212022.jpg, score=0.4983, label=1, decision=MATCH
[2026-06-28 20:24:25] PAIR: img1=20260602_211837.jpg, img2=20260602_212025.jpg, score=0.5563, label=1, decision=NO_MATCH
[2026-06-28 20:24:31] PAIR: img1=20260602_211837.jpg, img2=20260602_212030.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:24:36] PAIR: img1=20260602_211837.jpg, img2=20260602_212032.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:24:42] PAIR: img1=20260602_211837.jpg, img2=20260602_212035.jpg, score=0.4968, label=1, decision=MATCH
[2026-06-28 20:24:47] PAIR: img1=20260602_211845.jpg, img2=20260602_211913.jpg, score=0.2960, label=1, decision=MATCH
[2026-06-28 20:24:53] PAIR: img1=20260602_211845.jpg, img2=20260602_211917.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:24:58] PAIR: img1=20260602_211845.jpg, img2=20260602_211920.jpg, score=0.3507, label=1, decision=MATCH
[2026-06-28 20:25:04] PAIR: img1=20260602_211845.jpg, img2=20260602_211923.jpg, score=0.3343, label=1, decision=MATCH
[2026-06-28 20:25:09] PAIR: img1=20260602_211845.jpg, img2=20260602_212013.jpg, score=0.3267, label=1, decision=MATCH
[2026-06-28 20:25:15] PAIR: img1=20260602_211845.jpg, img2=20260602_212016.jpg, score=0.3720, label=1, decision=MATCH
[2026-06-28 20:25:20] PAIR: img1=20260602_211845.jpg, img2=20260602_212019.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:25:26] PAIR: img1=20260602_211845.jpg, img2=20260602_212022.jpg, score=0.3199, label=1, decision=MATCH
[2026-06-28 20:25:31] PAIR: img1=20260602_211845.jpg, img2=20260602_212025.jpg, score=0.3455, label=1, decision=MATCH
[2026-06-28 20:25:37] PAIR: img1=20260602_211845.jpg, img2=20260602_212030.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:25:42] PAIR: img1=20260602_211845.jpg, img2=20260602_212032.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:25:47] PAIR: img1=20260602_211845.jpg, img2=20260602_212035.jpg, score=0.3161, label=1, decision=MATCH
[2026-06-28 20:25:53] PAIR: img1=20260602_211913.jpg, img2=20260602_211917.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:25:58] PAIR: img1=20260602_211913.jpg, img2=20260602_211920.jpg, score=0.3457, label=1, decision=MATCH
[2026-06-28 20:26:04] PAIR: img1=20260602_211913.jpg, img2=20260602_211923.jpg, score=0.2331, label=1, decision=MATCH
[2026-06-28 20:26:09] PAIR: img1=20260602_211913.jpg, img2=20260602_212013.jpg, score=0.2760, label=1, decision=MATCH
[2026-06-28 20:26:15] PAIR: img1=20260602_211913.jpg, img2=20260602_212016.jpg, score=0.3265, label=1, decision=MATCH
[2026-06-28 20:26:20] PAIR: img1=20260602_211913.jpg, img2=20260602_212019.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:26:26] PAIR: img1=20260602_211913.jpg, img2=20260602_212022.jpg, score=0.3174, label=1, decision=MATCH
[2026-06-28 20:26:32] PAIR: img1=20260602_211913.jpg, img2=20260602_212025.jpg, score=0.3039, label=1, decision=MATCH
[2026-06-28 20:26:37] PAIR: img1=20260602_211913.jpg, img2=20260602_212030.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:26:43] PAIR: img1=20260602_211913.jpg, img2=20260602_212032.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:26:48] PAIR: img1=20260602_211913.jpg, img2=20260602_212035.jpg, score=0.2999, label=1, decision=MATCH
[2026-06-28 20:26:54] PAIR: img1=20260602_211917.jpg, img2=20260602_211920.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:26:59] PAIR: img1=20260602_211917.jpg, img2=20260602_211923.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:27:05] PAIR: img1=20260602_211917.jpg, img2=20260602_212013.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:27:10] PAIR: img1=20260602_211917.jpg, img2=20260602_212016.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:27:16] PAIR: img1=20260602_211917.jpg, img2=20260602_212019.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:27:21] PAIR: img1=20260602_211917.jpg, img2=20260602_212022.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:27:27] PAIR: img1=20260602_211917.jpg, img2=20260602_212025.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:27:32] PAIR: img1=20260602_211917.jpg, img2=20260602_212030.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:27:37] PAIR: img1=20260602_211917.jpg, img2=20260602_212032.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:27:43] PAIR: img1=20260602_211917.jpg, img2=20260602_212035.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:27:48] PAIR: img1=20260602_211920.jpg, img2=20260602_211923.jpg, score=0.3722, label=1, decision=MATCH
[2026-06-28 20:27:54] PAIR: img1=20260602_211920.jpg, img2=20260602_212013.jpg, score=0.3800, label=1, decision=MATCH
[2026-06-28 20:27:59] PAIR: img1=20260602_211920.jpg, img2=20260602_212016.jpg, score=0.3842, label=1, decision=MATCH
[2026-06-28 20:28:05] PAIR: img1=20260602_211920.jpg, img2=20260602_212019.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:28:10] PAIR: img1=20260602_211920.jpg, img2=20260602_212022.jpg, score=0.3425, label=1, decision=MATCH
[2026-06-28 20:28:16] PAIR: img1=20260602_211920.jpg, img2=20260602_212025.jpg, score=0.3877, label=1, decision=MATCH
[2026-06-28 20:28:21] PAIR: img1=20260602_211920.jpg, img2=20260602_212030.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:28:27] PAIR: img1=20260602_211920.jpg, img2=20260602_212032.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:28:32] PAIR: img1=20260602_211920.jpg, img2=20260602_212035.jpg, score=0.2990, label=1, decision=MATCH
[2026-06-28 20:28:38] PAIR: img1=20260602_211923.jpg, img2=20260602_212013.jpg, score=0.3294, label=1, decision=MATCH
[2026-06-28 20:28:43] PAIR: img1=20260602_211923.jpg, img2=20260602_212016.jpg, score=0.3843, label=1, decision=MATCH
[2026-06-28 20:28:49] PAIR: img1=20260602_211923.jpg, img2=20260602_212019.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:28:54] PAIR: img1=20260602_211923.jpg, img2=20260602_212022.jpg, score=0.3683, label=1, decision=MATCH
[2026-06-28 20:29:00] PAIR: img1=20260602_211923.jpg, img2=20260602_212025.jpg, score=0.2950, label=1, decision=MATCH
[2026-06-28 20:29:05] PAIR: img1=20260602_211923.jpg, img2=20260602_212030.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:29:11] PAIR: img1=20260602_211923.jpg, img2=20260602_212032.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:29:16] PAIR: img1=20260602_211923.jpg, img2=20260602_212035.jpg, score=0.3440, label=1, decision=MATCH
[2026-06-28 20:29:22] PAIR: img1=20260602_212013.jpg, img2=20260602_212016.jpg, score=0.3404, label=1, decision=MATCH
[2026-06-28 20:29:27] PAIR: img1=20260602_212013.jpg, img2=20260602_212019.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:29:33] PAIR: img1=20260602_212013.jpg, img2=20260602_212022.jpg, score=0.2641, label=1, decision=MATCH
[2026-06-28 20:29:38] PAIR: img1=20260602_212013.jpg, img2=20260602_212025.jpg, score=0.2555, label=1, decision=MATCH
[2026-06-28 20:29:44] PAIR: img1=20260602_212013.jpg, img2=20260602_212030.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:29:49] PAIR: img1=20260602_212013.jpg, img2=20260602_212032.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:29:55] PAIR: img1=20260602_212013.jpg, img2=20260602_212035.jpg, score=0.2898, label=1, decision=MATCH
[2026-06-28 20:30:00] PAIR: img1=20260602_212016.jpg, img2=20260602_212019.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:30:06] PAIR: img1=20260602_212016.jpg, img2=20260602_212022.jpg, score=0.2592, label=1, decision=MATCH
[2026-06-28 20:30:11] PAIR: img1=20260602_212016.jpg, img2=20260602_212025.jpg, score=0.3930, label=1, decision=MATCH
[2026-06-28 20:30:17] PAIR: img1=20260602_212016.jpg, img2=20260602_212030.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:30:22] PAIR: img1=20260602_212016.jpg, img2=20260602_212032.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:30:28] PAIR: img1=20260602_212016.jpg, img2=20260602_212035.jpg, score=0.2755, label=1, decision=MATCH
[2026-06-28 20:30:33] PAIR: img1=20260602_212019.jpg, img2=20260602_212022.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:30:39] PAIR: img1=20260602_212019.jpg, img2=20260602_212025.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:30:44] PAIR: img1=20260602_212019.jpg, img2=20260602_212030.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:30:49] PAIR: img1=20260602_212019.jpg, img2=20260602_212032.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:30:55] PAIR: img1=20260602_212019.jpg, img2=20260602_212035.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:31:00] PAIR: img1=20260602_212022.jpg, img2=20260602_212025.jpg, score=0.3314, label=1, decision=MATCH
[2026-06-28 20:31:06] PAIR: img1=20260602_212022.jpg, img2=20260602_212030.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:31:11] PAIR: img1=20260602_212022.jpg, img2=20260602_212032.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:31:17] PAIR: img1=20260602_212022.jpg, img2=20260602_212035.jpg, score=0.2507, label=1, decision=MATCH
[2026-06-28 20:31:22] PAIR: img1=20260602_212025.jpg, img2=20260602_212030.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:31:28] PAIR: img1=20260602_212025.jpg, img2=20260602_212032.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:31:34] PAIR: img1=20260602_212025.jpg, img2=20260602_212035.jpg, score=0.3312, label=1, decision=MATCH
[2026-06-28 20:31:39] PAIR: img1=20260602_212030.jpg, img2=20260602_212032.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:31:45] PAIR: img1=20260602_212030.jpg, img2=20260602_212035.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:31:50] PAIR: img1=20260602_212032.jpg, img2=20260602_212035.jpg, score=nan, label=1, decision=SKIPPED
[2026-06-28 20:31:56] PAIR: img1=20260602_212418.jpg, img2=20260602_212431.jpg, score=0.4449, label=1, decision=MATCH
[2026-06-28 20:32:01] PAIR: img1=20260602_212418.jpg, img2=20260602_212507.jpg, score=0.3962, label=1, decision=MATCH
[2026-06-28 20:32:07] PAIR: img1=20260602_212418.jpg, img2=20260602_212511.jpg, score=0.4381, label=1, decision=MATCH
[2026-06-28 20:32:12] PAIR: img1=20260602_212418.jpg, img2=20260602_212513.jpg, score=0.4267, label=1, decision=MATCH
[2026-06-28 20:32:18] PAIR: img1=20260602_212418.jpg, img2=20260602_212521.jpg, score=0.3915, label=1, decision=MATCH
[2026-06-28 20:32:23] PAIR: img1=20260602_212418.jpg, img2=willa_baixa_45_30cm.jpg, score=0.4190, label=1, decision=MATCH
[2026-06-28 20:32:29] PAIR: img1=20260602_212418.jpg, img2=willa_baixa_frontal_30cm.jpg, score=0.4405, label=1, decision=MATCH
[2026-06-28 20:32:34] PAIR: img1=20260602_212418.jpg, img2=willa_boa_45_30cm.jpg, score=0.3867, label=1, decision=MATCH
[2026-06-28 20:32:40] PAIR: img1=20260602_212418.jpg, img2=willa_extra_02.jpg, score=0.4133, label=1, decision=MATCH
[2026-06-28 20:32:45] PAIR: img1=20260602_212418.jpg, img2=willa_extra_03.jpg, score=0.4039, label=1, decision=MATCH
[2026-06-28 20:32:51] PAIR: img1=20260602_212418.jpg, img2=willa_extra_04.jpg, score=0.4183, label=1, decision=MATCH
[2026-06-28 20:32:56] PAIR: img1=20260602_212418.jpg, img2=willa_extra_05.jpg, score=0.4178, label=1, decision=MATCH
[2026-06-28 20:33:02] PAIR: img1=20260602_212418.jpg, img2=willa_extra_06.jpg, score=0.4356, label=1, decision=MATCH
[2026-06-28 20:33:07] PAIR: img1=20260602_212418.jpg, img2=willa_extra_07.jpg, score=0.4403, label=1, decision=MATCH
[2026-06-28 20:33:13] PAIR: img1=20260602_212418.jpg, img2=willa_extra_08.jpg, score=0.4520, label=1, decision=MATCH
[2026-06-28 20:33:19] PAIR: img1=20260602_212418.jpg, img2=willa_extra_09.jpg, score=0.3630, label=1, decision=MATCH
[2026-06-28 20:33:24] PAIR: img1=20260602_212418.jpg, img2=willa_moderada_45_30cm.jpg, score=0.3985, label=1, decision=MATCH
[2026-06-28 20:33:30] PAIR: img1=20260602_212418.jpg, img2=willa_moderada_frontal_30cm.jpg, score=0.4311, label=1, decision=MATCH
[2026-06-28 20:33:35] PAIR: img1=20260602_212431.jpg, img2=20260602_212507.jpg, score=0.4354, label=1, decision=MATCH
[2026-06-28 20:33:41] PAIR: img1=20260602_212431.jpg, img2=20260602_212511.jpg, score=0.4423, label=1, decision=MATCH
[2026-06-28 20:33:46] PAIR: img1=20260602_212431.jpg, img2=20260602_212513.jpg, score=0.4064, label=1, decision=MATCH
[2026-06-28 20:33:52] PAIR: img1=20260602_212431.jpg, img2=20260602_212521.jpg, score=0.4499, label=1, decision=MATCH
[2026-06-28 20:33:58] PAIR: img1=20260602_212431.jpg, img2=willa_baixa_45_30cm.jpg, score=0.4525, label=1, decision=MATCH
[2026-06-28 20:34:03] PAIR: img1=20260602_212431.jpg, img2=willa_baixa_frontal_30cm.jpg, score=0.4355, label=1, decision=MATCH
[2026-06-28 20:34:09] PAIR: img1=20260602_212431.jpg, img2=willa_boa_45_30cm.jpg, score=0.3829, label=1, decision=MATCH
[2026-06-28 20:34:14] PAIR: img1=20260602_212431.jpg, img2=willa_extra_02.jpg, score=0.3733, label=1, decision=MATCH
[2026-06-28 20:34:20] PAIR: img1=20260602_212431.jpg, img2=willa_extra_03.jpg, score=0.3567, label=1, decision=MATCH
[2026-06-28 20:34:25] PAIR: img1=20260602_212431.jpg, img2=willa_extra_04.jpg, score=0.2209, label=1, decision=MATCH
[2026-06-28 20:34:31] PAIR: img1=20260602_212431.jpg, img2=willa_extra_05.jpg, score=0.3623, label=1, decision=MATCH
[2026-06-28 20:34:37] PAIR: img1=20260602_212431.jpg, img2=willa_extra_06.jpg, score=0.3612, label=1, decision=MATCH
[2026-06-28 20:34:42] PAIR: img1=20260602_212431.jpg, img2=willa_extra_07.jpg, score=0.2877, label=1, decision=MATCH
[2026-06-28 20:34:48] PAIR: img1=20260602_212431.jpg, img2=willa_extra_08.jpg, score=0.2864, label=1, decision=MATCH
[2026-06-28 20:34:53] PAIR: img1=20260602_212431.jpg, img2=willa_extra_09.jpg, score=0.3438, label=1, decision=MATCH
[2026-06-28 20:34:59] PAIR: img1=20260602_212431.jpg, img2=willa_moderada_45_30cm.jpg, score=0.4295, label=1, decision=MATCH
[2026-06-28 20:35:04] PAIR: img1=20260602_212431.jpg, img2=willa_moderada_frontal_30cm.jpg, score=0.4405, label=1, decision=MATCH
[2026-06-28 20:35:10] PAIR: img1=20260602_212507.jpg, img2=20260602_212511.jpg, score=0.3105, label=1, decision=MATCH
[2026-06-28 20:35:15] PAIR: img1=20260602_212507.jpg, img2=20260602_212513.jpg, score=0.3053, label=1, decision=MATCH
[2026-06-28 20:35:21] PAIR: img1=20260602_212507.jpg, img2=20260602_212521.jpg, score=0.3813, label=1, decision=MATCH
[2026-06-28 20:35:26] PAIR: img1=20260602_212507.jpg, img2=willa_baixa_45_30cm.jpg, score=0.3085, label=1, decision=MATCH
[2026-06-28 20:35:32] PAIR: img1=20260602_212507.jpg, img2=willa_baixa_frontal_30cm.jpg, score=0.3378, label=1, decision=MATCH
[2026-06-28 20:35:37] PAIR: img1=20260602_212507.jpg, img2=willa_boa_45_30cm.jpg, score=0.3586, label=1, decision=MATCH
[2026-06-28 20:35:43] PAIR: img1=20260602_212507.jpg, img2=willa_extra_02.jpg, score=0.4247, label=1, decision=MATCH
[2026-06-28 20:35:48] PAIR: img1=20260602_212507.jpg, img2=willa_extra_03.jpg, score=0.4180, label=1, decision=MATCH
[2026-06-28 20:35:54] PAIR: img1=20260602_212507.jpg, img2=willa_extra_04.jpg, score=0.4087, label=1, decision=MATCH
[2026-06-28 20:36:00] PAIR: img1=20260602_212507.jpg, img2=willa_extra_05.jpg, score=0.3871, label=1, decision=MATCH
[2026-06-28 20:36:05] PAIR: img1=20260602_212507.jpg, img2=willa_extra_06.jpg, score=0.4390, label=1, decision=MATCH
[2026-06-28 20:36:11] PAIR: img1=20260602_212507.jpg, img2=willa_extra_07.jpg, score=0.4335, label=1, decision=MATCH
[2026-06-28 20:36:16] PAIR: img1=20260602_212507.jpg, img2=willa_extra_08.jpg, score=0.4320, label=1, decision=MATCH
[2026-06-28 20:36:22] PAIR: img1=20260602_212507.jpg, img2=willa_extra_09.jpg, score=0.3846, label=1, decision=MATCH
[2026-06-28 20:36:27] PAIR: img1=20260602_212507.jpg, img2=willa_moderada_45_30cm.jpg, score=0.3836, label=1, decision=MATCH
[2026-06-28 20:36:33] PAIR: img1=20260602_212507.jpg, img2=willa_moderada_frontal_30cm.jpg, score=0.2679, label=1, decision=MATCH
[2026-06-28 20:36:38] PAIR: img1=20260602_212511.jpg, img2=20260602_212513.jpg, score=0.2156, label=1, decision=MATCH
[2026-06-28 20:36:44] PAIR: img1=20260602_212511.jpg, img2=20260602_212521.jpg, score=0.3451, label=1, decision=MATCH
[2026-06-28 20:36:49] PAIR: img1=20260602_212511.jpg, img2=willa_baixa_45_30cm.jpg, score=0.3511, label=1, decision=MATCH
[2026-06-28 20:36:55] PAIR: img1=20260602_212511.jpg, img2=willa_baixa_frontal_30cm.jpg, score=0.2722, label=1, decision=MATCH
[2026-06-28 20:37:00] PAIR: img1=20260602_212511.jpg, img2=willa_boa_45_30cm.jpg, score=0.3792, label=1, decision=MATCH
[2026-06-28 20:37:06] PAIR: img1=20260602_212511.jpg, img2=willa_extra_02.jpg, score=0.3664, label=1, decision=MATCH
[2026-06-28 20:37:11] PAIR: img1=20260602_212511.jpg, img2=willa_extra_03.jpg, score=0.4084, label=1, decision=MATCH
[2026-06-28 20:37:17] PAIR: img1=20260602_212511.jpg, img2=willa_extra_04.jpg, score=0.4014, label=1, decision=MATCH
[2026-06-28 20:37:23] PAIR: img1=20260602_212511.jpg, img2=willa_extra_05.jpg, score=0.3857, label=1, decision=MATCH
[2026-06-28 20:37:28] PAIR: img1=20260602_212511.jpg, img2=willa_extra_06.jpg, score=0.4389, label=1, decision=MATCH
[2026-06-28 20:37:34] PAIR: img1=20260602_212511.jpg, img2=willa_extra_07.jpg, score=0.3760, label=1, decision=MATCH
[2026-06-28 20:37:39] PAIR: img1=20260602_212511.jpg, img2=willa_extra_08.jpg, score=0.4007, label=1, decision=MATCH
[2026-06-28 20:37:45] PAIR: img1=20260602_212511.jpg, img2=willa_extra_09.jpg, score=0.3455, label=1, decision=MATCH
[2026-06-28 20:37:50] PAIR: img1=20260602_212511.jpg, img2=willa_moderada_45_30cm.jpg, score=0.3109, label=1, decision=MATCH
